pregunta_id,pregunta,pregunta_name,articulo_id,embeding
7503,¿Qué tipo de licencias municipales son necesarias para las reformas en fachadas y áreas comunes?,pregunta 7503,75,
7504,¿Quién es responsable de obtener la licencia municipal para las reformas?,pregunta 7504,75,
7505,¿Qué tipo de ampliaciones requieren la autorización de la Junta de Copropietarios?,pregunta 7505,75,
7506,¿Qué sucede si se realiza una reforma en fachadas o áreas comunes sin la autorización de la Junta de Copropietarios?,pregunta 7506,75,
7507,¿Qué tipo de reformas internas en los inmuebles privados no requieren autorización previa?,pregunta 7507,75,
7508,"¿Qué se considera ""incidencia en la estructura y funcionamiento de la Unidad Inmobiliaria Cerrada""?",pregunta 7508,75,
7509,"¿Hay algún tipo de reforma interna que sí requiera autorización previa, incluso si no afecta la estructura o funcionamiento del edificio?",pregunta 7509,75,
7510,¿Qué tipo de reformas internas requieren la autorización de la Junta de Copropietarios?,pregunta 7510,75,
7511,¿Qué sucede si se realiza una reforma interna que afecta la estructura o funcionamiento del edificio sin la autorización de la Junta de Copropietarios?,pregunta 7511,75,
7512,¿Qué otros aspectos regula el Artículo 75?,pregunta 7512,75,
7513,¿Dónde puedo encontrar el texto completo del Artículo 75?,pregunta 7513,75,
7514,¿Qué consecuencias legales tiene el incumplimiento del Artículo 75?,pregunta 7514,75,
7515,¿Qué es una Unidad Inmobiliaria Cerrada?,pregunta 7515,75,
7516,¿Cuáles son los órganos Administradores de una Unidad Inmobiliaria Cerrada?,pregunta 7516,75,
7517,¿Qué derechos y obligaciones tienen los copropietarios en relación a las reformas?,pregunta 7517,75,
7518,¿Qué recursos legales existen para resolver conflictos relacionados con las reformas?,pregunta 7518,75,
7601,¿Qué tipo de decisiones puede tomar la Asamblea de Copropietarios?,pregunta 7601,76,
7602,¿Con qué frecuencia se reúne la Asamblea de Copropietarios?,pregunta 7602,76,
7603,¿Qué porcentaje de copropietarios se necesita para que una decisión de la Asamblea sea válida?,pregunta 7603,76,
7604,¿Cómo se elige a los miembros de la Asamblea de Copropietarios?,pregunta 7604,76,
7605,¿Cuáles son las funciones de la Junta Administradora?,pregunta 7605,76,
7606,¿Cómo se elige a los miembros de la Junta Administradora?,pregunta 7606,76,
7607,¿Qué tipo de derechos tienen los miembros de la Junta Administradora?,pregunta 7607,76,
7608,¿Qué sucede si no se forma una Junta Administradora?,pregunta 7608,76,
7609,¿Cuáles son las funciones del Administrador de la Unidad?,pregunta 7609,76,
7610,¿En qué casos puede el Administrador solicitar auxilio de la fuerza pública?,pregunta 7610,76,
7611,¿Cómo se elige al Administrador de la Unidad?,pregunta 7611,76,
7612,¿Qué tipo de relación existe entre el Administrador y la Junta Administradora?,pregunta 7612,76,
7613,¿Qué otros artículos del reglamento de la Unidad Inmobiliaria se relacionan con el Artículo 76?,pregunta 7613,76,
7614,¿Cómo se aplica el Artículo 76 en situaciones específicas?,pregunta 7614,76,
7615,¿Qué consecuencias tiene el incumplimiento del Artículo 76?,pregunta 7615,76,
7616,¿Qué tipo de decisiones se toman en las Unidades Inmobiliarias Cerradas?,pregunta 7616,76,
7617,¿Cómo se asegura la democracia en la toma de decisiones dentro de las Unidades Inmobiliarias Cerradas?,pregunta 7617,76,
7618,¿Qué tipo de conflictos pueden surgir entre las autoridades internas de las Unidades Inmobiliarias Cerradas?,pregunta 7618,76,
7619,¿Cómo se resuelven los conflictos entre las autoridades internas de las Unidades Inmobiliarias Cerradas?,pregunta 7619,76,
7701,¿Qué tipo de conflictos de convivencia se abordan en el artículo 58 de la ley?,pregunta 7701,77,
7702,¿Cómo se resuelven los conflictos de convivencia según el artículo 58?,pregunta 7702,77,
7703,¿Existen ejemplos específicos de conflictos de convivencia que se mencionan en el artículo 58?,pregunta 7703,77,
7704,¿Qué son los procedimientos internos de concertación?,pregunta 7704,77,
7705,¿En qué casos se pueden utilizar los procedimientos internos de concertación?,pregunta 7705,77,
7706,¿Quiénes pueden iniciar los procedimientos internos de concertación?,pregunta 7706,77,
7707,¿Cuáles son los pasos a seguir en los procedimientos internos de concertación?,pregunta 7707,77,
7708,"¿En qué casos se pueden ejercitar las acciones policivas, penales y civiles?",pregunta 7708,77,
7709,"¿Qué tipo de acciones policivas, penales y civiles se pueden ejercitar?",pregunta 7709,77,
7710,"¿Qué requisitos se deben cumplir para ejercitar las acciones policivas, penales y civiles?",pregunta 7710,77,
7711,¿Son los procedimientos internos de concertación un requisito previo obligatorio para iniciar acciones legales?,pregunta 7711,77,
7712,¿Qué ventajas o desventajas tiene utilizar los procedimientos internos de concertación antes de iniciar acciones legales?,pregunta 7712,77,
7713,¿Cómo se relacionan los procedimientos internos de concertación con las acciones legales en la práctica?,pregunta 7713,77,
7714,¿Cuál es el objetivo del Artículo 77?,pregunta 7714,77,
7715,¿Qué tipo de ley se menciona en el Artículo 77?,pregunta 7715,77,
7716,¿A quién se dirige el Artículo 77?,pregunta 7716,77,
7717,¿Qué consecuencias legales pueden derivarse de la aplicación del Artículo 77?,pregunta 7717,77,
7801,¿Qué tipo de cuotas se establecen en los reglamentos de las Unidades Inmobiliarias Cerradas?,pregunta 7801,78,
7802,¿Con qué frecuencia se pagan las cuotas de administración y sostenimiento?,pregunta 7802,78,
7803,¿Quién es responsable de pagar las cuotas de administración y sostenimiento?,pregunta 7803,78,
7804,¿Qué criterios se utilizan para determinar el monto de las cuotas de administración y sostenimiento?,pregunta 7804,78,
7805,¿Cómo se pueden modificar las cuotas de administración y sostenimiento?,pregunta 7805,78,
7806,¿Qué sucede si un propietario no paga las cuotas de administración y sostenimiento?,pregunta 7806,78,
7807,¿Se pueden utilizar las cuotas de administración y sostenimiento para otros fines que no sean la administración y el sostenimiento de la unidad inmobiliaria cerrada?,pregunta 7807,78,
7808,"¿Qué se considera ""administración"" en el contexto de las Unidades Inmobiliarias Cerradas?",pregunta 7808,78,
7809,"¿Qué se considera ""sostenimiento"" en el contexto de las Unidades Inmobiliarias Cerradas?",pregunta 7809,78,
7810,¿Quién es responsable de la administración y el sostenimiento de la unidad inmobiliaria cerrada?,pregunta 7810,78,
7811,¿Qué tipo de servicios se incluyen en la administración y el sostenimiento de la unidad inmobiliaria cerrada?,pregunta 7811,78,
7812,¿Cómo se garantiza la transparencia en la gestión de las cuotas de administración y sostenimiento?,pregunta 7812,78,
7813,¿En qué contexto legal se encuentra el Artículo 78?,pregunta 7813,78,
7814,"¿Ley de Propiedad Horizontal, Código Civil, etc.?",pregunta 7814,78,
7815,¿Qué otras disposiciones legales regulan las Unidades Inmobiliarias Cerradas?,pregunta 7815,78,
7816,¿Existen excepciones o limitaciones al Artículo 78?,pregunta 7816,78,
7817,¿Cómo se interpreta el Artículo 78 en la práctica?,pregunta 7817,78,
7901,¿Qué tipo de obligaciones económicas pueden demandar los administradores de unidades inmobiliarias cerradas?,pregunta 7901,79,
7902,¿Qué tipo de sanciones pecuniarias pueden ser ejecutadas por los administradores?,pregunta 7902,79,
7903,¿Cómo se realiza la ejecución de las obligaciones vencidas a cargo del propietario o morador?,pregunta 7903,79,
7904,"¿Qué tipo de ""mérito ejecutivo"" se otorga al administrador en estos procesos de liquidación?",pregunta 7904,79,
7905,"¿Qué requisitos se necesitan para ejecutar las obligaciones vencidas, según el artículo 48 de la ley?",pregunta 7905,79,
7906,¿Se necesita un protesto o algún otro requisito adicional para la ejecución de las obligaciones?,pregunta 7906,79,
7907,¿Qué tipo de obligaciones son responsabilidad solidaria del copropietario?,pregunta 7907,79,
7908,"¿Qué significa que el copropietario responde ""solidariamente"" por las obligaciones?",pregunta 7908,79,
7909,¿Cómo se aplica la responsabilidad solidaria en caso de que el morador no cumpla con sus obligaciones?,pregunta 7909,79,
7910,¿Qué consecuencias legales tiene la responsabilidad solidaria para el copropietario?,pregunta 7910,79,
7911,¿Qué tipo de unidades inmobiliarias cerradas se encuentran bajo la jurisdicción de esta ley?,pregunta 7911,79,
7912,¿Qué tipo de sanciones pecuniarias se pueden imponer a los propietarios y moradores?,pregunta 7912,79,
7913,"¿Cómo se define el ""morador"" en el contexto de esta ley?",pregunta 7913,79,
7914,¿Qué mecanismos de resolución de conflictos existen para las disputas entre administradores y propietarios/moradores?,pregunta 7914,79,
7915,¿Qué derechos tienen los propietarios y moradores en relación con la administración de la unidad inmobiliaria cerrada?,pregunta 7915,79,
8001,¿Qué tipo de servicios públicos domiciliarios se incluyen en la obligación de instalar medidores individuales?,pregunta 8001,80,
8002,¿Quién es responsable de la instalación de los medidores individuales en las Unidades Inmobiliarias Cerradas?,pregunta 8002,80,
8003,¿Qué tipo de medidores se deben instalar?,pregunta 8003,80,
8004,¿Existe un plazo establecido para la instalación de los medidores individuales?,pregunta 8004,80,
8005,¿Qué tipo de sanciones se aplicarán a los urbanizadores y constructores que no cumplan con la obligación de instalar los medidores?,pregunta 8005,80,
8006,¿Cómo se determinará el costo de los servicios públicos domiciliarios para cada inmueble?,pregunta 8006,80,
8007,¿Quién será responsable de la emisión de las facturas individuales?,pregunta 8007,80,
8008,¿Cómo se gestionará el pago de las facturas individuales?,pregunta 8008,80,
8009,¿Qué ocurre si un propietario no paga su factura individual?,pregunta 8009,80,
8010,¿Qué tipo de proceso se debe seguir para solicitar la instalación de medidores individuales en unidades existentes?,pregunta 8010,80,
8011,¿Quién debe cubrir los costos de la instalación de los medidores individuales en unidades existentes?,pregunta 8011,80,
8012,¿Qué tipo de mayoría se requiere para aprobar la instalación de medidores individuales en unidades existentes?,pregunta 8012,80,
8013,¿Qué ocurre si no se alcanza la mayoría necesaria para aprobar la instalación de medidores individuales?,pregunta 8013,80,
8014,¿Cuál es el objetivo principal de esta ley?,pregunta 8014,80,
8015,¿Qué impacto tendrá esta ley en los propietarios de las Unidades Inmobiliarias Cerradas?,pregunta 8015,80,
8016,¿Qué tipo de beneficios se esperan de la implementación de esta ley?,pregunta 8016,80,
8017,¿Existen otras leyes o regulaciones relacionadas con la gestión de servicios públicos domiciliarios en Unidades Inmobiliarias Cerradas?,pregunta 8017,80,
8101,¿Qué servicios públicos domiciliarios se incluyen en la obligación de pago por parte de las Unidades Inmobiliarias Cerradas?,pregunta 8101,81,
8102,¿En qué zonas de las Unidades Inmobiliarias Cerradas se deben pagar estos servicios?,pregunta 8102,81,
8103,¿Cuál es la base legal para la obligación de pago de estos servicios por parte de las Unidades Inmobiliarias Cerradas?,pregunta 8103,81,
8104,¿Qué opciones existen para el pago de los servicios de alumbrado público y aseo en las zonas comunes y espacio público interno de las Unidades Inmobiliarias Cerradas?,pregunta 8104,81,
8105,¿Quién establece las tasas de alumbrado público o aseo?,pregunta 8105,81,
8106,¿Es posible que se generen dos obligaciones por el mismo servicio (alumbrado público o aseo)?,pregunta 8106,81,
8107,¿En qué zonas se deben pagar los servicios de alumbrado público y aseo?,pregunta 8107,81,
8108,"¿Qué se entiende por ""Unidades Inmobiliarias Cerradas""?",pregunta 8108,81,
8109,¿Qué tipo de entidades son responsables del pago de estos servicios?,pregunta 8109,81,
8110,¿Existen excepciones a la obligación de pago de estos servicios por parte de las Unidades Inmobiliarias Cerradas?,pregunta 8110,81,
8111,¿Cómo se determina el monto a pagar por estos servicios?,pregunta 8111,81,
8112,¿Qué mecanismos existen para la gestión y control del pago de estos servicios?,pregunta 8112,81,
8201,"¿Qué tipo de mantenimiento, reparación y mejoras son responsabilidad de las Unidades Inmobiliarias Cerradas?",pregunta 8201,82,
8202,"¿Qué se considera ""zona común"" y ""espacio público interno"" en este contexto?",pregunta 8202,82,
8203,"¿Existen ejemplos específicos de trabajos de mantenimiento, reparación o mejora que no sean responsabilidad de las Unidades Inmobiliarias Cerradas?",pregunta 8203,82,
8204,"¿Cómo se determinan los costos de mantenimiento, reparación y mejoras?",pregunta 8204,82,
8205,¿Qué mecanismos se utilizan para recaudar los fondos necesarios de los copropietarios?,pregunta 8205,82,
8206,¿Existen diferentes tipos de cuotas o contribuciones para los copropietarios?,pregunta 8206,82,
8207,¿Qué sucede si un copropietario no paga su cuota de mantenimiento?,pregunta 8207,82,
8208,"¿Quién es responsable de gestionar las obligaciones de mantenimiento, reparación y mejoras?",pregunta 8208,82,
8209,¿Qué tipo de procesos se utilizan para tomar decisiones sobre las obras a realizar?,pregunta 8209,82,
8210,¿Cómo se asegura la transparencia en la gestión de los fondos de mantenimiento?,pregunta 8210,82,
8211,¿Quién es responsable en última instancia de la seguridad y el buen estado de las zonas comunes y el espacio público interno?,pregunta 8211,82,
8212,¿Qué tipo de sanciones se pueden aplicar a las Unidades Inmobiliarias Cerradas o a los copropietarios en caso de incumplimiento de las obligaciones de mantenimiento?,pregunta 8212,82,
8213,¿Qué tipo de Unidades Inmobiliarias Cerradas están sujetas a este artículo?,pregunta 8213,82,
8214,¿Existen excepciones o casos especiales que no estén cubiertos por este artículo?,pregunta 8214,82,
8215,¿Cómo se relaciona este artículo con otras leyes o regulaciones sobre propiedad horizontal?,pregunta 8215,82,
8301,¿Qué son las Unidades Inmobiliarias Cerradas (UIC)?,pregunta 8301,83,
8302,¿Cuál es la naturaleza jurídica de las UIC?,pregunta 8302,83,
8303,¿Qué tipo de organización es una UIC?,pregunta 8303,83,
8304,¿Por qué las UIC no están obligadas a pagar el impuesto de renta y complementarios?,pregunta 8304,83,
8305,¿Qué tipo de actividades realizan las UIC?,pregunta 8305,83,
8306,¿Qué tipo de bienes administran las UIC?,pregunta 8306,83,
8307,¿Cómo se financian las UIC?,pregunta 8307,83,
8308,¿Qué tipo de obligaciones tienen las UIC?,pregunta 8308,83,
8309,¿Qué tipo de beneficios tienen las UIC?,pregunta 8309,83,
8310,¿Qué tipo de responsabilidades tienen los miembros de una UIC?,pregunta 8310,83,
8311,¿Qué tipo de relación existe entre los miembros de una UIC y la UIC como persona jurídica?,pregunta 8311,83,
8312,¿Qué dice el Artículo 83 sobre las UIC?,pregunta 8312,83,
8313,¿Qué tipo de exención del impuesto de renta y complementarios establece el Artículo 83 para las UIC?,pregunta 8313,83,
8314,¿Existen otras leyes o reglamentos que regulen las UIC?,pregunta 8314,83,
8315,¿Qué tipo de requisitos deben cumplir las UIC para beneficiarse de la exención del impuesto de renta y complementarios?,pregunta 8315,83,
8316,¿Qué tipo de sanciones se aplican a las UIC que no cumplan con los requisitos para la exención del impuesto de renta y complementarios?,pregunta 8316,83,
8317,¿Cuáles son las ventajas y desventajas de formar una UIC?,pregunta 8317,83,
8318,¿Cómo se compara el régimen fiscal de las UIC con el de otros tipos de organizaciones?,pregunta 8318,83,
8319,¿Qué tipo de impacto tienen las UIC en el mercado inmobiliario?,pregunta 8319,83,
8320,¿Qué tipo de desafíos enfrentan las UIC en la actualidad?,pregunta 8320,83,
8321,¿Qué tipo de futuro se espera para las UIC?,pregunta 8321,83,
8401,¿de qué ley o tratado se trata?,pregunta 8401,84,
8402,¿Qué tema abarca el Artículo 84?,pregunta 8402,84,
8501,¿Qué tipo de parcelaciones pueden someterse a las disposiciones de esta ley?,pregunta 8501,85,
8502,¿Qué aspectos específicos de la ley son aplicables a las parcelaciones con bienes comunes?,pregunta 8502,85,
8503,¿Qué sucede si una parcelación con bienes comunes no se somete a esta ley?,pregunta 8503,85,
8504,¿Cómo se establece la persona jurídica para la administración de la parcelación?,pregunta 8504,85,
8505,¿Qué tipo de normas se aplican a la administración de la parcelación?,pregunta 8505,85,
8506,¿Quién es responsable de la administración de la parcelación?,pregunta 8506,85,
8507,¿Qué se considera un bien común en una parcelación?,pregunta 8507,85,
8508,¿Por qué son indivisibles los bienes comunes?,pregunta 8508,85,
8509,¿Cómo se gestionan los bienes comunes?,pregunta 8509,85,
8510,¿Cómo se calculan las expensas para los propietarios de la parcelación?,pregunta 8510,85,
8511,¿Qué tipo de expensas se pueden cobrar a los propietarios?,pregunta 8511,85,
8512,¿Qué sucede si un propietario no paga sus expensas?,pregunta 8512,85,
8513,¿Cómo se calculan los coeficientes de copropiedad?,pregunta 8513,85,
8514,¿Qué derechos y obligaciones tienen los propietarios en relación a los coeficientes de copropiedad?,pregunta 8514,85,
8515,¿Cómo se pueden modificar los coeficientes de copropiedad?,pregunta 8515,85,
8516,¿Qué mecanismos existen para resolver conflictos entre los propietarios de la parcelación?,pregunta 8516,85,
8517,¿Quién tiene la autoridad para resolver los conflictos?,pregunta 8517,85,
8518,¿Qué tipo de sanciones se pueden aplicar en caso de incumplimiento de las normas?,pregunta 8518,85,
8519,¿Qué tipo de sanciones se pueden aplicar a los propietarios que incumplan las normas de la parcelación?,pregunta 8519,85,
8520,¿Quién tiene la autoridad para aplicar las sanciones?,pregunta 8520,85,
8521,¿Cómo se pueden impugnar las sanciones?,pregunta 8521,85,
8701,¿Cuándo entra en vigor la presente ley?,pregunta 8701,87,
8702,"¿Qué significa ""a partir de su publicación""?",pregunta 8702,87,
8703,¿Se especifica la fecha exacta de publicación de la ley?,pregunta 8703,87,
8704,¿Qué leyes se derogan con la entrada en vigor de la presente ley?,pregunta 8704,87,
8705,¿Cuáles son los números de las leyes derogadas?,pregunta 8705,87,
8706,¿En qué años se promulgaron las leyes derogadas?,pregunta 8706,87,
8707,¿Qué tipo de decretos se derogan?,pregunta 8707,87,
8708,¿Qué implica la derogación de las leyes y decretos mencionados?,pregunta 8708,87,
8709,¿Qué sucede con las normas que se hayan emitido en base a las leyes derogadas?,pregunta 8709,87,
8710,¿Cuál es el tema principal de la ley?,pregunta 8710,87,
8711,¿Qué tipo de ley es?,pregunta 8711,87,
8712,¿A qué ámbito se aplica la ley?,pregunta 8712,87,
8713,¿Cuál es el objetivo de la ley?,pregunta 8713,87,
8714,¿Qué trata el Artículo 87 de la ley?,pregunta 8714,87,
8715,¿Qué relación tiene el Artículo 87 con la entrada en vigor y la derogación de la ley?,pregunta 8715,87,
401,¿Qué tipo de edificio o conjunto puede someterse al régimen de propiedad horizontal?,pregunta 401,4,
402,¿Qué pasos son necesarios para que un edificio o conjunto se someta al régimen de propiedad horizontal?,pregunta 402,4,
403,¿Qué implica la escritura pública registrada en la Oficina de Registro de Instrumentos Públicos?,pregunta 403,4,
404,¿Qué tipo de información debe contener la escritura pública para la creación de la propiedad horizontal?,pregunta 404,4,
405,¿Quién es responsable de realizar la inscripción de la escritura pública en la Oficina de Registro de Instrumentos Públicos?,pregunta 405,4,
406,¿Qué tipo de persona jurídica se crea al registrar la escritura pública de propiedad horizontal?,pregunta 406,4,
407,¿Cuáles son los derechos y obligaciones de la persona jurídica creada?,pregunta 407,4,
408,¿Quién o quiénes representan a la persona jurídica creada?,pregunta 408,4,
409,¿Cómo se administra la persona jurídica creada?,pregunta 409,4,
410,¿Qué tipo de decisiones puede tomar la persona jurídica creada?,pregunta 410,4,
411,¿Cómo se disuelve la persona jurídica creada?,pregunta 411,4,
412,¿Qué establece el Artículo 4 de la ley en relación a la persona jurídica creada?,pregunta 412,4,
413,¿Cómo se relaciona el Artículo 4 con el proceso de creación de la propiedad horizontal?,pregunta 413,4,
414,¿Qué otras leyes o normas se relacionan con el Artículo 4?,pregunta 414,4,
415,¿Cuáles son las ventajas y desventajas de la propiedad horizontal?,pregunta 415,4,
416,¿Qué tipo de conflictos pueden surgir en un régimen de propiedad horizontal?,pregunta 416,4,
417,¿Cómo se resuelven los conflictos en un régimen de propiedad horizontal?,pregunta 417,4,
418,¿Qué tipo de seguros son necesarios para un edificio en régimen de propiedad horizontal?,pregunta 418,4,
419,¿Qué responsabilidades tienen los propietarios en un régimen de propiedad horizontal?,pregunta 419,4,
601,¿Qué documentos deben protocolizarse junto con la escritura?,pregunta 601,6,
602,¿Qué información deben mostrar los planos aprobados?,pregunta 602,6,
603,¿Qué sucede si hay discordancias entre la escritura y los documentos mencionados?,pregunta 603,6,
604,¿Quién es el responsable de protocolizar los documentos?,pregunta 604,6,
605,¿Cuál es el objetivo de la protocolización?,pregunta 605,6,
606,"¿Qué se entiende por ""unidades independientes"" en el contexto de la propiedad horizontal?",pregunta 606,6,
607,"¿Qué son las ""áreas y bienes de uso común"" en un régimen de propiedad horizontal?",pregunta 607,6,
608,¿A qué artículo del código o ley se refiere el texto?,pregunta 608,6,
609,¿Qué otras normas o leyes regulan la propiedad horizontal?,pregunta 609,6,
610,¿Qué consecuencias legales puede tener la falta de protocolización de los documentos mencionados?,pregunta 610,6,
611,¿Qué tipo de problemas pueden surgir si hay discordancias entre la escritura y los documentos protocolizados?,pregunta 611,6,
612,¿Qué tipo de información adicional se debe considerar al momento de constituir o adicionar un régimen de propiedad horizontal?,pregunta 612,6,
1001,¿Cuáles son las causales legales que pueden extinguir total o parcialmente la propiedad horizontal?,pregunta 1001,10,
1002,¿Cómo se lleva a cabo la extinción de la propiedad horizontal?,pregunta 1002,10,
1003,¿Qué papel juega la escritura pública en la extinción de la propiedad horizontal?,pregunta 1003,10,
1004,¿Qué sucede si no se inscribe la decisión de extinción en la Oficina de Registro de Instrumentos Públicos?,pregunta 1004,10,
1005,¿Qué tipo de sentencias judiciales pueden determinar la extinción de la propiedad horizontal?,pregunta 1005,10,
1006,¿Qué efectos tiene la extinción total o parcial de la propiedad horizontal sobre los propietarios?,pregunta 1006,10,
1007,¿A qué artículo se refiere el texto?,pregunta 1007,10,
1008,¿Cuál es el contexto del texto?,pregunta 1008,10,
1009,¿Existen otras formas de extinguir la propiedad horizontal además de las mencionadas en el texto?,pregunta 1009,10,
1010,¿Cuáles son las ventajas y desventajas de extinguir la propiedad horizontal?,pregunta 1010,10,
1011,¿Qué tipo de conflictos pueden surgir durante el proceso de extinción de la propiedad horizontal?,pregunta 1011,10,
1201,"¿Qué significa la ""extinción total de la propiedad horizontal"" según este artículo?",pregunta 1201,12,
1202,¿Qué pasos se deben seguir para registrar la extinción total de la propiedad horizontal?,pregunta 1202,12,
1203,¿Qué consecuencias legales tiene la extinción total de la propiedad horizontal?,pregunta 1203,12,
1204,¿Qué sucede con la persona jurídica una vez se registra la extinción total de la propiedad horizontal?,pregunta 1204,12,
1205,¿Qué tipo de actos puede realizar la persona jurídica durante la liquidación?,pregunta 1205,12,
1206,¿Quién actúa como liquidador y cuáles son sus funciones?,pregunta 1206,12,
1207,¿Qué se requiere para la aprobación de las cuentas del liquidador?,pregunta 1207,12,
1208,¿Puede la asamblea general o la ley designar un liquidador diferente al administrador?,pregunta 1208,12,
1209,¿Qué se requiere para la liquidación final de la persona jurídica?,pregunta 1209,12,
1210,¿Qué entidad es responsable de certificar la existencia y representación legal de la persona jurídica?,pregunta 1210,12,
1211,¿Qué se debe registrar ante la entidad responsable para la extinción de la persona jurídica?,pregunta 1211,12,
1212,¿Qué tipo de situaciones pueden llevar a la extinción total de la propiedad horizontal?,pregunta 1212,12,
1213,¿Qué derechos tienen los propietarios individuales una vez se ha extinguido la propiedad horizontal?,pregunta 1213,12,
1214,¿Qué sucede con las deudas y obligaciones de la persona jurídica durante la liquidación?,pregunta 1214,12,
1215,¿Qué tipo de activos se liquidan durante el proceso de disolución?,pregunta 1215,12,
1216,¿Qué ocurre con los bienes comunes de la propiedad horizontal después de la liquidación?,pregunta 1216,12,
1501,¿Qué tipo de edificios o conjuntos están obligados a tener pólizas de seguro contra incendio y terremoto?,pregunta 1501,15,
1502,¿Es obligatorio asegurar los bienes comunes de los edificios o conjuntos bajo el régimen de propiedad horizontal?,pregunta 1502,15,
1503,¿Qué tipo de bienes comunes son susceptibles de ser asegurados?,pregunta 1503,15,
1504,¿Qué ocurre si un edificio o conjunto no cumple con la obligación de tener pólizas de seguro?,pregunta 1504,15,
1505,¿Qué tipo de daños cubre la póliza de seguro obligatoria?,pregunta 1505,15,
1506,¿La póliza de seguro garantiza la reconstrucción total del edificio o conjunto en caso de incendio o terremoto?,pregunta 1506,15,
1507,¿Qué sucede si el edificio o conjunto no se reconstruye después de un incendio o terremoto?,pregunta 1507,15,
1508,¿Cómo se distribuye la indemnización del seguro si el edificio o conjunto no se reconstruye?,pregunta 1508,15,
1509,¿Qué criterios se utilizan para determinar la proporción del derecho de cada propietario a la indemnización?,pregunta 1509,15,
1510,¿Quién es responsable de la contratación y gestión de las pólizas de seguro?,pregunta 1510,15,
1511,¿Cómo se determina el importe de la prima del seguro?,pregunta 1511,15,
